taxon,lineage,probability,pangoLEARN_version,status,note
Sequence_Identifier:RM_6449.aid_6490.SARS-CoV-2|Sample_Identifier:RM_6449|Sample_Name:PUC_MVL_0395|Segment:SARS-CoV-2,B.1.1.33,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6448.aid_6491.SARS-CoV-2|Sample_Identifier:RM_6448|Sample_Name:PUC_MVL_0394|Segment:SARS-CoV-2,B.1.1.33,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6389.aid_6494.SARS-CoV-2|Sample_Identifier:RM_6389|Sample_Name:PUC_MVL_0281|Segment:SARS-CoV-2,B.1.5,0.92,2020-07-20,passed_qc,
Sequence_Identifier:RM_6446.aid_6489.SARS-CoV-2|Sample_Identifier:RM_6446|Sample_Name:PUC_MVL_0392|Segment:SARS-CoV-2,B.1.5,0.89,2020-07-20,passed_qc,
Sequence_Identifier:RM_6447.aid_6488.SARS-CoV-2|Sample_Identifier:RM_6447|Sample_Name:PUC_MVL_0393|Segment:SARS-CoV-2,B.1.1,0.99,2020-07-20,passed_qc,
Sequence_Identifier:RM_6445.aid_6487.SARS-CoV-2|Sample_Identifier:RM_6445|Sample_Name:PUC_MVL_0391|Segment:SARS-CoV-2,B.1.1,0.99,2020-07-20,passed_qc,
Sequence_Identifier:RM_6720.aid_6486.SARS-CoV-2|Sample_Identifier:RM_6720|Sample_Name:PUC_MVL_0015|Segment:SARS-CoV-2,B.1.1.33,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6715.aid_6481.SARS-CoV-2|Sample_Identifier:RM_6715|Sample_Name:PUC_MVL_0010|Segment:SARS-CoV-2,B.1.5,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6716.aid_6482.SARS-CoV-2|Sample_Identifier:RM_6716|Sample_Name:PUC_MVL_0011|Segment:SARS-CoV-2,B.1.110,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6721.aid_6483.SARS-CoV-2|Sample_Identifier:RM_6721|Sample_Name:PUC_MVL_0016|Segment:SARS-CoV-2,A.2,1.0,2020-07-20,passed_qc,
Sequence_Identifier:RM_6722.aid_6484.SARS-CoV-2|Sample_Identifier:RM_6722|Sample_Name:PUC_MVL_0017|Segment:SARS-CoV-2,B.1.5,0.94,2020-07-20,passed_qc,
Sequence_Identifier:RM_6719.aid_6485.SARS-CoV-2|Sample_Identifier:RM_6719|Sample_Name:PUC_MVL_0014|Segment:SARS-CoV-2,B.1.1,0.99,2020-07-20,passed_qc,
Sequence_Identifier:RM_6689.aid_6480.SARS-CoV-2|Sample_Identifier:RM_6689|Sample_Name:VAV0484|Segment:SARS-CoV-2,B.1.110,0.98,2020-07-20,passed_qc,
Sequence_Identifier:RM_6717.aid_6479.SARS-CoV-2|Sample_Identifier:RM_6717|Sample_Name:PUC_MVL_0012|Segment:SARS-CoV-2,B.2.4,0.96,2020-07-20,passed_qc,
Sequence_Identifier:RM_6577.aid_6478.SARS-CoV-2|Sample_Identifier:RM_6577|Sample_Name:PUC_MVL_0154|Segment:SARS-CoV-2,B.1.110,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6578.aid_6477.SARS-CoV-2|Sample_Identifier:RM_6578|Sample_Name:PUC_MVL_0156|Segment:SARS-CoV-2,B.1.5,0.94,2020-07-20,passed_qc,
Sequence_Identifier:RM_6684.aid_6472.SARS-CoV-2|Sample_Identifier:RM_6684|Sample_Name:AGR8546|Segment:SARS-CoV-2,B.1.1,0.99,2020-07-20,passed_qc,
Sequence_Identifier:RM_6672.aid_6474.SARS-CoV-2|Sample_Identifier:RM_6672|Sample_Name:CCP2183|Segment:SARS-CoV-2,B.1.110,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6579.aid_6475.SARS-CoV-2|Sample_Identifier:RM_6579|Sample_Name:PUC_MVL_0159|Segment:SARS-CoV-2,B.1.1.33,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6576.aid_6476.SARS-CoV-2|Sample_Identifier:RM_6576|Sample_Name:PUC_MVL_0151|Segment:SARS-CoV-2,B.1.110,0.77,2020-07-20,passed_qc,
Sequence_Identifier:RM_6681.aid_6467.SARS-CoV-2|Sample_Identifier:RM_6681|Sample_Name:BMA5485|Segment:SARS-CoV-2,B.1.1.33,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6641.aid_6468.SARS-CoV-2|Sample_Identifier:RM_6641|Sample_Name:p11d6|Segment:SARS-CoV-2,B.1.5,0.94,2020-07-20,passed_qc,
Sequence_Identifier:RM_6628.aid_6469.SARS-CoV-2|Sample_Identifier:RM_6628|Sample_Name:PUC_MVL_0229|Segment:SARS-CoV-2,B.1.5,0.94,2020-07-20,passed_qc,
Sequence_Identifier:RM_6627.aid_6470.SARS-CoV-2|Sample_Identifier:RM_6627|Sample_Name:PUC_MVL_0228|Segment:SARS-CoV-2,B.1.1.33,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6399.aid_6471.SARS-CoV-2|Sample_Identifier:RM_6399|Sample_Name:PUC_MVL_0305|Segment:SARS-CoV-2,B.1.1,0.99,2020-07-20,passed_qc,
Sequence_Identifier:RM_6671.aid_6465.SARS-CoV-2|Sample_Identifier:RM_6671|Sample_Name:YAV105K|Segment:SARS-CoV-2,B.1.1.33,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6633.aid_6464.SARS-CoV-2|Sample_Identifier:RM_6633|Sample_Name:PUC_MVL_0244|Segment:SARS-CoV-2,B.1.5,0.95,2020-07-20,passed_qc,
Sequence_Identifier:RM_6635.aid_6463.SARS-CoV-2|Sample_Identifier:RM_6635|Sample_Name:PUC_MVL_0246|Segment:SARS-CoV-2,B.1.5,0.94,2020-07-20,passed_qc,
Sequence_Identifier:RM_6636.aid_6462.SARS-CoV-2|Sample_Identifier:RM_6636|Sample_Name:PUC_MVL_0247|Segment:SARS-CoV-2,B.1.5,0.94,2020-07-20,passed_qc,
Sequence_Identifier:RM_6796.aid_6458.SARS-CoV-2|Sample_Identifier:RM_6796|Sample_Name:PUC_MVL_0082|Segment:SARS-CoV-2,B.1.110,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6632.aid_6460.SARS-CoV-2|Sample_Identifier:RM_6632|Sample_Name:PUC_MVL_0242|Segment:SARS-CoV-2,B.1.5,0.94,2020-07-20,passed_qc,
Sequence_Identifier:RM_6794.aid_6457.SARS-CoV-2|Sample_Identifier:RM_6794|Sample_Name:PUC_MVL_0080|Segment:SARS-CoV-2,B.1.3,0.99,2020-07-20,passed_qc,
Sequence_Identifier:RM_6457.aid_6456.SARS-CoV-2|Sample_Identifier:RM_6457|Sample_Name:PUC_MVL_0411|Segment:SARS-CoV-2,B.1.5,0.91,2020-07-20,passed_qc,
Sequence_Identifier:RM_6456.aid_6455.SARS-CoV-2|Sample_Identifier:RM_6456|Sample_Name:PUC_MVL_0410|Segment:SARS-CoV-2,B.1,0.99,2020-07-20,passed_qc,
Sequence_Identifier:RM_6664.aid_6453.SARS-CoV-2|Sample_Identifier:RM_6664|Sample_Name:ACC2998|Segment:SARS-CoV-2,B.1.5,0.94,2020-07-20,passed_qc,
Sequence_Identifier:RM_6680.aid_6448.SARS-CoV-2|Sample_Identifier:RM_6680|Sample_Name:CGP014K|Segment:SARS-CoV-2,B.1.1.33,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6461.aid_6449.SARS-CoV-2|Sample_Identifier:RM_6461|Sample_Name:PUC_MVL_0418|Segment:SARS-CoV-2,B.1.110,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6462.aid_6450.SARS-CoV-2|Sample_Identifier:RM_6462|Sample_Name:PUC_MVL_0419|Segment:SARS-CoV-2,B.1.1.1,1.0,2020-07-20,passed_qc,
Sequence_Identifier:RM_6459.aid_6451.SARS-CoV-2|Sample_Identifier:RM_6459|Sample_Name:PUC_MVL_0414|Segment:SARS-CoV-2,B.1.1.1,1.0,2020-07-20,passed_qc,
Sequence_Identifier:RM_6460.aid_6452.SARS-CoV-2|Sample_Identifier:RM_6460|Sample_Name:PUC_MVL_0415|Segment:SARS-CoV-2,B.1.1.33,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6660.aid_6447.SARS-CoV-2|Sample_Identifier:RM_6660|Sample_Name:LL5209|Segment:SARS-CoV-2,B.1.1,0.99,2020-07-20,passed_qc,
Sequence_Identifier:RM_6564.aid_6446.SARS-CoV-2|Sample_Identifier:RM_6564|Sample_Name:PUC_MVL_0118|Segment:SARS-CoV-2,B.1.110,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6659.aid_6445.SARS-CoV-2|Sample_Identifier:RM_6659|Sample_Name:GPJ5829|Segment:SARS-CoV-2,B.1.1,0.99,2020-07-20,passed_qc,
Sequence_Identifier:RM_6560.aid_6444.SARS-CoV-2|Sample_Identifier:RM_6560|Sample_Name:PUC_MVL_0111|Segment:SARS-CoV-2,B.1.110,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6730.aid_6439.SARS-CoV-2|Sample_Identifier:RM_6730|Sample_Name:op9d3|Segment:SARS-CoV-2,B.1.5,0.94,2020-07-20,passed_qc,
Sequence_Identifier:RM_6682.aid_6440.SARS-CoV-2|Sample_Identifier:RM_6682|Sample_Name:JCB953K|Segment:SARS-CoV-2,B.1.5,0.92,2020-07-20,passed_qc,
Sequence_Identifier:RM_6728.aid_6441.SARS-CoV-2|Sample_Identifier:RM_6728|Sample_Name:op9d0|Segment:SARS-CoV-2,B.1.5,0.94,2020-07-20,passed_qc,
Sequence_Identifier:RM_6562.aid_6442.SARS-CoV-2|Sample_Identifier:RM_6562|Sample_Name:PUC_MVL_0115|Segment:SARS-CoV-2,B.1,0.51,2020-07-20,passed_qc,
Sequence_Identifier:RM_6418.aid_6434.SARS-CoV-2|Sample_Identifier:RM_6418|Sample_Name:PUC_MVL_0342|Segment:SARS-CoV-2,B.1.5,0.92,2020-07-20,passed_qc,
Sequence_Identifier:RM_6417.aid_6435.SARS-CoV-2|Sample_Identifier:RM_6417|Sample_Name:PUC_MVL_0340|Segment:SARS-CoV-2,B.1.1.1,1.0,2020-07-20,passed_qc,
Sequence_Identifier:RM_6419.aid_6436.SARS-CoV-2|Sample_Identifier:RM_6419|Sample_Name:PUC_MVL_0347|Segment:SARS-CoV-2,B.1.1.1,1.0,2020-07-20,passed_qc,
Sequence_Identifier:RM_6420.aid_6437.SARS-CoV-2|Sample_Identifier:RM_6420|Sample_Name:PUC_MVL_0349|Segment:SARS-CoV-2,B.1.1,0.99,2020-07-20,passed_qc,
Sequence_Identifier:RM_6663.aid_6438.SARS-CoV-2|Sample_Identifier:RM_6663|Sample_Name:JDP7073|Segment:SARS-CoV-2,B.1.1,0.99,2020-07-20,passed_qc,
Sequence_Identifier:RM_6779.aid_6433.SARS-CoV-2|Sample_Identifier:RM_6779|Sample_Name:PUC_MVL_0064|Segment:SARS-CoV-2,B.1.110,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6780.aid_6432.SARS-CoV-2|Sample_Identifier:RM_6780|Sample_Name:PUC_MVL_0065|Segment:SARS-CoV-2,B.1,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6781.aid_6431.SARS-CoV-2|Sample_Identifier:RM_6781|Sample_Name:PUC_MVL_0066|Segment:SARS-CoV-2,B.1.110,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6782.aid_6430.SARS-CoV-2|Sample_Identifier:RM_6782|Sample_Name:PUC_MVL_0067|Segment:SARS-CoV-2,B.1,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6776.aid_6429.SARS-CoV-2|Sample_Identifier:RM_6776|Sample_Name:PUC_MVL_0061|Segment:SARS-CoV-2,B.1.110,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6783.aid_6425.SARS-CoV-2|Sample_Identifier:RM_6783|Sample_Name:PUC_MVL_0068|Segment:SARS-CoV-2,B.1.5,0.95,2020-07-20,passed_qc,
Sequence_Identifier:RM_6732.aid_6426.SARS-CoV-2|Sample_Identifier:RM_6732|Sample_Name:PUC_MVL_0021|Segment:SARS-CoV-2,B.1.1.33,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6777.aid_6428.SARS-CoV-2|Sample_Identifier:RM_6777|Sample_Name:PUC_MVL_0062|Segment:SARS-CoV-2,B.1.110,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6653.aid_6424.SARS-CoV-2|Sample_Identifier:RM_6653|Sample_Name:MAA978K|Segment:SARS-CoV-2,B.1.5,0.94,2020-07-20,passed_qc,
Sequence_Identifier:RM_6603.aid_6423.SARS-CoV-2|Sample_Identifier:RM_6603|Sample_Name:PUC_MVL_0202|Segment:SARS-CoV-2,B.1.5,0.94,2020-07-20,passed_qc,
Sequence_Identifier:RM_6604.aid_6422.SARS-CoV-2|Sample_Identifier:RM_6604|Sample_Name:PUC_MVL_0203|Segment:SARS-CoV-2,B.1.5,0.94,2020-07-20,passed_qc,
Sequence_Identifier:RM_6605.aid_6421.SARS-CoV-2|Sample_Identifier:RM_6605|Sample_Name:PUC_MVL_0204|Segment:SARS-CoV-2,B.1.5,0.94,2020-07-20,passed_qc,
Sequence_Identifier:RM_6606.aid_6420.SARS-CoV-2|Sample_Identifier:RM_6606|Sample_Name:PUC_MVL_0205|Segment:SARS-CoV-2,B.1.5,0.94,2020-07-20,passed_qc,
Sequence_Identifier:RM_6610.aid_6416.SARS-CoV-2|Sample_Identifier:RM_6610|Sample_Name:PUC_MVL_0209|Segment:SARS-CoV-2,B.1.5,0.94,2020-07-20,passed_qc,
Sequence_Identifier:RM_6609.aid_6417.SARS-CoV-2|Sample_Identifier:RM_6609|Sample_Name:PUC_MVL_0208|Segment:SARS-CoV-2,B.1.5,0.94,2020-07-20,passed_qc,
Sequence_Identifier:RM_6658.aid_6414.SARS-CoV-2|Sample_Identifier:RM_6658|Sample_Name:RVN7782|Segment:SARS-CoV-2,B.1,0.96,2020-07-20,passed_qc,
Sequence_Identifier:RM_6657.aid_6413.SARS-CoV-2|Sample_Identifier:RM_6657|Sample_Name:SFF3444|Segment:SARS-CoV-2,B.1.5,0.94,2020-07-20,passed_qc,
Sequence_Identifier:RM_6480.aid_6412.SARS-CoV-2|Sample_Identifier:RM_6480|Sample_Name:PUC_MVL_0454|Segment:SARS-CoV-2,B.1.1.33,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6516.aid_6405.SARS-CoV-2|Sample_Identifier:RM_6516|Sample_Name:PUC_MVL_0517|Segment:SARS-CoV-2,B.1.110,0.87,2020-07-20,passed_qc,
Sequence_Identifier:RM_6515.aid_6406.SARS-CoV-2|Sample_Identifier:RM_6515|Sample_Name:PUC_MVL_0515|Segment:SARS-CoV-2,B.1.1.1,1.0,2020-07-20,passed_qc,
Sequence_Identifier:RM_6477.aid_6409.SARS-CoV-2|Sample_Identifier:RM_6477|Sample_Name:PUC_MVL_0450|Segment:SARS-CoV-2,B.1.1.33,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6511.aid_6404.SARS-CoV-2|Sample_Identifier:RM_6511|Sample_Name:PUC_MVL_0511|Segment:SARS-CoV-2,B.1.1.33,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6512.aid_6403.SARS-CoV-2|Sample_Identifier:RM_6512|Sample_Name:PUC_MVL_0512|Segment:SARS-CoV-2,B.1.1,0.99,2020-07-20,passed_qc,
Sequence_Identifier:RM_6395.aid_6401.SARS-CoV-2|Sample_Identifier:RM_6395|Sample_Name:PUC_MVL_0292|Segment:SARS-CoV-2,B.1.1,0.99,2020-07-20,passed_qc,
Sequence_Identifier:RM_6397.aid_6399.SARS-CoV-2|Sample_Identifier:RM_6397|Sample_Name:PUC_MVL_0295|Segment:SARS-CoV-2,B.1.5,0.94,2020-07-20,passed_qc,
Sequence_Identifier:RM_6396.aid_6398.SARS-CoV-2|Sample_Identifier:RM_6396|Sample_Name:PUC_MVL_0294|Segment:SARS-CoV-2,B.1.1,0.99,2020-07-20,passed_qc,
Sequence_Identifier:RM_6554.aid_6392.SARS-CoV-2|Sample_Identifier:RM_6554|Sample_Name:PUC_MVL_0096|Segment:SARS-CoV-2,B.1.74,0.85,2020-07-20,passed_qc,
Sequence_Identifier:RM_6552.aid_6393.SARS-CoV-2|Sample_Identifier:RM_6552|Sample_Name:PUC_MVL_0094|Segment:SARS-CoV-2,B.1.110,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6553.aid_6394.SARS-CoV-2|Sample_Identifier:RM_6553|Sample_Name:PUC_MVL_0095|Segment:SARS-CoV-2,B.1.110,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6697.aid_6395.SARS-CoV-2|Sample_Identifier:RM_6697|Sample_Name:VN19|Segment:SARS-CoV-2,B.1.1,0.99,2020-07-20,passed_qc,
Sequence_Identifier:RM_6549.aid_6391.SARS-CoV-2|Sample_Identifier:RM_6549|Sample_Name:PUC_MVL_0091|Segment:SARS-CoV-2,B.1.5,0.94,2020-07-20,passed_qc,
Sequence_Identifier:RM_6550.aid_6388.SARS-CoV-2|Sample_Identifier:RM_6550|Sample_Name:PUC_MVL_0092|Segment:SARS-CoV-2,B.1.110,0.96,2020-07-20,passed_qc,
Sequence_Identifier:RM_6439.aid_6383.SARS-CoV-2|Sample_Identifier:RM_6439|Sample_Name:PUC_MVL_0383|Segment:SARS-CoV-2,B.1.1.33,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6438.aid_6384.SARS-CoV-2|Sample_Identifier:RM_6438|Sample_Name:PUC_MVL_0380|Segment:SARS-CoV-2,B.1.1.33,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6739.aid_6385.SARS-CoV-2|Sample_Identifier:RM_6739|Sample_Name:PUC_MVL_0028|Segment:SARS-CoV-2,B.1.110,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6666.aid_6386.SARS-CoV-2|Sample_Identifier:RM_6666|Sample_Name:AMC0337|Segment:SARS-CoV-2,B.1.1.33,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6441.aid_6382.SARS-CoV-2|Sample_Identifier:RM_6441|Sample_Name:PUC_MVL_0385|Segment:SARS-CoV-2,B.1.1,0.99,2020-07-20,passed_qc,
Sequence_Identifier:RM_6440.aid_6381.SARS-CoV-2|Sample_Identifier:RM_6440|Sample_Name:PUC_MVL_0384|Segment:SARS-CoV-2,B.1.1.33,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6443.aid_6380.SARS-CoV-2|Sample_Identifier:RM_6443|Sample_Name:PUC_MVL_0387|Segment:SARS-CoV-2,B.1.1.33,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6442.aid_6379.SARS-CoV-2|Sample_Identifier:RM_6442|Sample_Name:PUC_MVL_0386|Segment:SARS-CoV-2,B.1.1.33,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6731.aid_6378.SARS-CoV-2|Sample_Identifier:RM_6731|Sample_Name:PUC_MVL_0020|Segment:SARS-CoV-2,B.1.5,0.94,2020-07-20,passed_qc,
Sequence_Identifier:RM_6736.aid_6373.SARS-CoV-2|Sample_Identifier:RM_6736|Sample_Name:PUC_MVL_0025|Segment:SARS-CoV-2,B.1.5,0.94,2020-07-20,passed_qc,
Sequence_Identifier:RM_6735.aid_6374.SARS-CoV-2|Sample_Identifier:RM_6735|Sample_Name:PUC_MVL_0024|Segment:SARS-CoV-2,B.1.1,0.99,2020-07-20,passed_qc,
Sequence_Identifier:RM_6734.aid_6375.SARS-CoV-2|Sample_Identifier:RM_6734|Sample_Name:PUC_MVL_0023|Segment:SARS-CoV-2,B.1,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6733.aid_6376.SARS-CoV-2|Sample_Identifier:RM_6733|Sample_Name:PUC_MVL_0022|Segment:SARS-CoV-2,B.1.1.33,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6444.aid_6377.SARS-CoV-2|Sample_Identifier:RM_6444|Sample_Name:PUC_MVL_0388|Segment:SARS-CoV-2,B.1.1.33,0.94,2020-07-20,passed_qc,
Sequence_Identifier:RM_6572.aid_6369.SARS-CoV-2|Sample_Identifier:RM_6572|Sample_Name:PUC_MVL_0144|Segment:SARS-CoV-2,B.1.5,0.94,2020-07-20,passed_qc,
Sequence_Identifier:RM_6573.aid_6370.SARS-CoV-2|Sample_Identifier:RM_6573|Sample_Name:PUC_MVL_0145|Segment:SARS-CoV-2,B.1.110,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6738.aid_6371.SARS-CoV-2|Sample_Identifier:RM_6738|Sample_Name:PUC_MVL_0027|Segment:SARS-CoV-2,B.1.110,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6737.aid_6372.SARS-CoV-2|Sample_Identifier:RM_6737|Sample_Name:PUC_MVL_0026|Segment:SARS-CoV-2,B.1.5,0.95,2020-07-20,passed_qc,
Sequence_Identifier:RM_6575.aid_6367.SARS-CoV-2|Sample_Identifier:RM_6575|Sample_Name:PUC_MVL_0149|Segment:SARS-CoV-2,B.1.110,0.93,2020-07-20,passed_qc,
Sequence_Identifier:RM_6724.aid_6365.SARS-CoV-2|Sample_Identifier:RM_6724|Sample_Name:PUC_MVL_0019|Segment:SARS-CoV-2,B.1,0.99,2020-07-20,passed_qc,
Sequence_Identifier:RM_6723.aid_6364.SARS-CoV-2|Sample_Identifier:RM_6723|Sample_Name:PUC_MVL_0018|Segment:SARS-CoV-2,B.1.110,0.98,2020-07-20,passed_qc,
Sequence_Identifier:RM_6655.aid_6363.SARS-CoV-2|Sample_Identifier:RM_6655|Sample_Name:AVR5391|Segment:SARS-CoV-2,B.1.5,0.77,2020-07-20,passed_qc,
Sequence_Identifier:RM_6413.aid_6361.SARS-CoV-2|Sample_Identifier:RM_6413|Sample_Name:PUC_MVL_0334|Segment:SARS-CoV-2,B.1.1.1,1.0,2020-07-20,passed_qc,
Sequence_Identifier:RM_6411.aid_6356.SARS-CoV-2|Sample_Identifier:RM_6411|Sample_Name:PUC_MVL_0332|Segment:SARS-CoV-2,B.1.1,0.99,2020-07-20,passed_qc,
Sequence_Identifier:RM_6410.aid_6357.SARS-CoV-2|Sample_Identifier:RM_6410|Sample_Name:PUC_MVL_0331|Segment:SARS-CoV-2,B.1.1.1,1.0,2020-07-20,passed_qc,
Sequence_Identifier:RM_6416.aid_6358.SARS-CoV-2|Sample_Identifier:RM_6416|Sample_Name:PUC_MVL_0337|Segment:SARS-CoV-2,B.1.5,0.92,2020-07-20,passed_qc,
Sequence_Identifier:RM_6415.aid_6359.SARS-CoV-2|Sample_Identifier:RM_6415|Sample_Name:PUC_MVL_0336|Segment:SARS-CoV-2,B.1.5,0.77,2020-07-20,passed_qc,
Sequence_Identifier:RM_6718.aid_6354.SARS-CoV-2|Sample_Identifier:RM_6718|Sample_Name:PUC_MVL_0013|Segment:SARS-CoV-2,B.1.5,0.94,2020-07-20,passed_qc,
Sequence_Identifier:RM_6654.aid_6353.SARS-CoV-2|Sample_Identifier:RM_6654|Sample_Name:HMP7679|Segment:SARS-CoV-2,B.1.5,0.94,2020-07-20,passed_qc,
Sequence_Identifier:RM_6369.aid_6351.SARS-CoV-2|Sample_Identifier:RM_6369|Sample_Name:PUC_MVL_0258|Segment:SARS-CoV-2,B.1.5,0.92,2020-07-20,passed_qc,
Sequence_Identifier:RM_6364.aid_6346.SARS-CoV-2|Sample_Identifier:RM_6364|Sample_Name:PUC_MVL_0253|Segment:SARS-CoV-2,B.1.1.33,0.98,2020-07-20,passed_qc,
Sequence_Identifier:RM_6365.aid_6347.SARS-CoV-2|Sample_Identifier:RM_6365|Sample_Name:PUC_MVL_0254|Segment:SARS-CoV-2,B.1,0.99,2020-07-20,passed_qc,
Sequence_Identifier:RM_6367.aid_6349.SARS-CoV-2|Sample_Identifier:RM_6367|Sample_Name:PUC_MVL_0256|Segment:SARS-CoV-2,B.1,0.99,2020-07-20,passed_qc,
Sequence_Identifier:RM_6363.aid_6345.SARS-CoV-2|Sample_Identifier:RM_6363|Sample_Name:PUC_MVL_0252|Segment:SARS-CoV-2,B.1.5,0.92,2020-07-20,passed_qc,
Sequence_Identifier:RM_6598.aid_6343.SARS-CoV-2|Sample_Identifier:RM_6598|Sample_Name:PUC_MVL_0190|Segment:SARS-CoV-2,B.1.5,0.94,2020-07-20,passed_qc,
Sequence_Identifier:RM_6599.aid_6342.SARS-CoV-2|Sample_Identifier:RM_6599|Sample_Name:PUC_MVL_0191|Segment:SARS-CoV-2,B.1.5,0.95,2020-07-20,passed_qc,
Sequence_Identifier:RM_6600.aid_6341.SARS-CoV-2|Sample_Identifier:RM_6600|Sample_Name:PUC_MVL_0192|Segment:SARS-CoV-2,B.1.1.33,0.95,2020-07-20,passed_qc,
Sequence_Identifier:RM_6467.aid_6337.SARS-CoV-2|Sample_Identifier:RM_6467|Sample_Name:PUC_MVL_0424|Segment:SARS-CoV-2,B.1.1.33,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6469.aid_6338.SARS-CoV-2|Sample_Identifier:RM_6469|Sample_Name:PUC_MVL_0429|Segment:SARS-CoV-2,B.1.1.33,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6602.aid_6339.SARS-CoV-2|Sample_Identifier:RM_6602|Sample_Name:PUC_MVL_0197|Segment:SARS-CoV-2,B.1,0.99,2020-07-20,passed_qc,
Sequence_Identifier:RM_6601.aid_6340.SARS-CoV-2|Sample_Identifier:RM_6601|Sample_Name:PUC_MVL_0194|Segment:SARS-CoV-2,B.1.5,0.98,2020-07-20,passed_qc,
Sequence_Identifier:RM_6464.aid_6334.SARS-CoV-2|Sample_Identifier:RM_6464|Sample_Name:PUC_MVL_0421|Segment:SARS-CoV-2,B.1.1.33,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6465.aid_6333.SARS-CoV-2|Sample_Identifier:RM_6465|Sample_Name:PUC_MVL_0422|Segment:SARS-CoV-2,B.1.1.33,0.96,2020-07-20,passed_qc,
Sequence_Identifier:RM_6687.aid_6328.SARS-CoV-2|Sample_Identifier:RM_6687|Sample_Name:SSO4546|Segment:SARS-CoV-2,B.1.1.33,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6792.aid_6329.SARS-CoV-2|Sample_Identifier:RM_6792|Sample_Name:PUC_MVL_0078|Segment:SARS-CoV-2,B.1.110,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6669.aid_6330.SARS-CoV-2|Sample_Identifier:RM_6669|Sample_Name:ANS6590|Segment:SARS-CoV-2,B.1.1.33,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6679.aid_6331.SARS-CoV-2|Sample_Identifier:RM_6679|Sample_Name:JST3802|Segment:SARS-CoV-2,B.1.5,0.94,2020-07-20,passed_qc,
Sequence_Identifier:RM_6559.aid_6327.SARS-CoV-2|Sample_Identifier:RM_6559|Sample_Name:PUC_MVL_0108|Segment:SARS-CoV-2,B.1.110,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6661.aid_6326.SARS-CoV-2|Sample_Identifier:RM_6661|Sample_Name:PRL8177|Segment:SARS-CoV-2,B.1.5,0.91,2020-07-20,passed_qc,
Sequence_Identifier:RM_6555.aid_6325.SARS-CoV-2|Sample_Identifier:RM_6555|Sample_Name:PUC_MVL_0103|Segment:SARS-CoV-2,B.1.110,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6673.aid_6324.SARS-CoV-2|Sample_Identifier:RM_6673|Sample_Name:JM3728|Segment:SARS-CoV-2,B.1.5,0.94,2020-07-20,passed_qc,
